7698,7915
9552,6776
2483,3234
1141,3851
5073,6593
1897,9661
7410,523
8453,1812
6676,4164
7894,8509
3761,7029
6116,9241
3604,3311
1779,7493
7366,191
4563,5732
7041,5770
1426,9355
5366,9957
3346,2968
6905,5956
2725,5408
8570,4045
6595,9732
3247,5416
814,7711
2380,6437
4877,1887
9829,9482
1237,6717
5018,488
8486,5562
1153,3321
609,1737
1890,4872
8167,4179
843,8508
5517,5322
8820,9490
7676,5070
9709,3815
7701,8950
371,5135
2209,7052
9793,4325
2998,9319
707,1231
3717,7365
4182,2828
4832,229
3612,8061
9946,2863
8251,8958
2183,1329
5397,6448
2018,3942
242,804
1933,6805
2473,7253
9075,2996
8590,2547
6170,9558
9749,4904
7956,4440
5573,5384
5252,3524
7895,6330
8957,7552
526,1197
9654,4854
704,8713
9690,9473
7186,6564
6973,1761
5827,5517
6872,5659
4159,3144
261,5920
2771,6310
390,711
240,353
6192,3306
1768,4161
2101,1946
774,7870
6879,608
2106,2802
1912,3633
2242,7354
342,1245
8372,3385
8420,5429
6023,4313
4140,246
3250,3487
8561,9542
9900,473
8824,3002
322,9735
6134,6545
