3763,486
5155,8280
9224,3799
6921,5279
6918,8165
9656,3947
4660,8173
1665,8949
7234,8885
8377,5184
6390,6250
7929,4170
5953,9304
161,2715
9936,6725
5453,7325
9887,506
2303,1639
8393,3071
7084,3560
2106,6434
7571,3565
3653,1588
552,9327
5617,9296
5263,6732
6846,3705
9603,1936
4102,9742
1238,1263
4142,5133
5091,7906
3739,3121
9695,3740
4370,313
5518,5288
920,8631
9858,2289
3336,9330
9214,9565
8403,1417
5481,8167
7537,8563
8158,2952
9717,6264
7792,4609
799,4805
9963,2743
3755,6944
5654,7595
3911,6361
9156,7061
9107,5593
1881,8444
1920,4074
7018,4021
1290,4739
141,9398
7522,8046
2288,5638
4820,9127
4069,8643
7352,4675
1963,7823
8836,8523
7368,5143
6942,1635
994,8481
2814,4444
4557,9090
4274,1810
126,3338
5660,6786
1998,221
374,4940
9243,526
6214,9665
7897,2553
3804,7786
5141,3213
648,6868
6825,9365
3752,2667
651,8130
9071,8706
7761,919
4370,1565
3071,8624
8763,7659
1617,1391
1713,6611
4388,8564
8943,4585
5566,2793
7888,1325
3054,8280
7292,6241
1582,9833
2923,9237
261,4315
