3652,8060
7637,306
7817,2454
2798,2236
9411,1739
1028,9650
5262,1277
848,4623
6026,814
5739,3877
3455,7150
9952,3534
7562,2657
3250,3616
3733,7948
9225,6188
9300,9964
9880,900
7307,3891
7370,9846
4238,8193
9691,826
8865,9915
3107,1924
5550,1562
989,4518
7348,6994
342,6917
4764,8845
4240,7173
7319,4292
8662,228
4436,4553
8490,8161
8798,7060
6842,5879
577,7960
5138,2681
7005,5777
2634,4652
3987,1517
6912,7083
7372,4660
5185,4315
1305,4325
1424,9148
3301,638
3769,3033
4391,6519
4047,4572
7780,5756
8321,2625
561,4934
1820,2629
7990,3461
634,2618
1101,2203
2920,7450
9418,7607
8309,2166
469,9085
102,7370
1378,927
342,2590
8546,9946
9787,875
498,8832
8308,6024
3009,7069
1950,2945
9344,7096
8038,6595
818,1752
5896,5366
1554,2432
3798,8247
1507,6169
1989,5745
2066,5578
5490,1784
1641,342
8001,2466
6909,2691
5733,3009
2038,3650
2156,3793
5423,9248
5890,6203
8851,9832
6102,6372
4056,1970
1961,4341
6136,6012
8290,6103
809,9172
4895,3003
5070,8927
9959,723
3239,2041
6058,5936
