8981,9863
2266,6086
2627,7744
7887,1096
9709,6306
4687,8385
1864,6413
7422,5266
5652,8169
5939,7551
5175,8142
5424,914
6390,2109
2427,6537
3859,6603
7579,8685
8975,4248
2735,5632
1856,1055
728,5858
7070,7404
1030,4671
2888,7428
2112,4488
3684,5750
2605,6573
5699,8461
6224,5285
5090,7310
3217,3737
1693,261
981,3715
158,1142
1279,9278
1491,3378
2608,2298
478,5865
3370,2478
6517,7766
4099,1466
730,3147
3317,7001
2965,9833
2370,1055
7134,6892
5364,4613
4359,674
2051,7854
8805,8614
2719,5860
927,797
3021,3140
6574,9468
7455,35
2853,7556
3964,3131
6011,508
9679,631
7347,8537
7995,1767
8781,9019
9115,4815
8693,2295
9719,5538
3384,5069
2851,3959
9911,9909
3506,2325
2805,6315
3945,9089
7338,6100
1886,8000
8218,2620
7822,2923
7376,174
1293,4591
5731,5487
3721,6605
6075,4103
9224,4981
3581,669
8367,3865
4065,2366
9924,5153
4469,9593
1051,508
7018,5450
8973,2045
3020,7441
6407,1929
3680,9390
4655,3451
6453,4940
6833,5522
4765,6743
8887,2073
2805,4843
3927,6288
1744,3258
1302,2732
